TaxID	Sample	NoReads	TotReads	RelAbundance	AvgRelAbundance	Prevalence	Species	Sociality	Sex	Tissue	Location	NucleotideType	Project.Accession	YearCollected	Month	LibraryLayout	LibrarySelection	SequenceInstrument	Platform_Gen	Platform_Spec	Genus	Tribe	Continent	tax_name	genus	family	order	class	phylum
TRH72	SRR13404640	1355	19935	0.0679709054426887	0.00522853118789913	0.0769230769230769	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Lactococcus	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes
TRH455	SRR13404640	1297	19935	0.0650614497115626	0.00968079854781771	0.153846153846154	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Commensalibacter	Commensalibacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria
TRH194	SRR13404631	125	1922	0.0650364203954214	0.00626144460942217	0.230769230769231	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Streptomyces	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria
TRH455	SRR13404633	413	6794	0.0607889314100677	0.00968079854781771	0.153846153846154	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Commensalibacter	Commensalibacter	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria
TRH117	SRR13404631	95	1922	0.0494276795005203	0.00380212919234772	0.0769230769230769	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Enterobacteriaceae	Enterobacteriaceae		Enterobacterales	Gammaproteobacteria	Proteobacteria
TRH361	SRR13404640	919	19935	0.0460998244293955	0.00356039113571351	0.153846153846154	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Enterococcus	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
TRH157	SRR8335254	87	1938	0.0448916408668731	0.00768223652565233	0.230769230769231	Andrena camellia	Solitary	Female	whole body	China	RNA	PRJNA510543	2017	NA	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Chroococcidiopsis	Chroococcidiopsis	Chroococcidiopsidaceae	Chroococcidiopsidales		Cyanobacteria
TRH106	SRR6148373	2181	49251	0.0442833648047755	0.569750597448018	1	Andrena fulva	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Wolbachia	Wolbachia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria
TRH107	SRR13404631	85	1922	0.0442247658688866	0.00340190506683743	0.0769230769230769	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Erwinia	Erwinia	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria
TRH3	SRR13404633	292	6794	0.042979099205181	0.0033060845542447	0.0769230769230769	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Snodgrassella	Snodgrassella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria
TRH85	SRR13404631	82	1922	0.0426638917793965	0.00328183782918434	0.0769230769230769	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Serratia	Serratia	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria
TRH157	SRR8335251	95	2362	0.0402201524132091	0.00768223652565233	0.230769230769231	Andrena camellia	Solitary	Female	whole body	China	RNA	PRJNA510543	2017	NA	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Chroococcidiopsis	Chroococcidiopsis	Chroococcidiopsidaceae	Chroococcidiopsidales		Cyanobacteria
TRH106	SRR6148365	1903	47595	0.0399831915117134	0.569750597448018	1	Andrena cineraria	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Wolbachia	Wolbachia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria
TRH17	SRR13404640	730	19935	0.036619011788312	0.00347603669270585	0.153846153846154	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Arthrobacter	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria
TRH106	SRR6148377	4079	133204	0.0306222035374313	0.569750597448018	1	Andrena haemorrhoa	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Wolbachia	Wolbachia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria
TRH128	SRR13404640	502	19935	0.0251818409831954	0.0209114264454644	0.307692307692308	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Leuconostoc	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
TRH106	SRR6148367	1955	113354	0.0172468549852674	0.569750597448018	1	Andrena haemorrhoa	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Wolbachia	Wolbachia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Proteobacteria
TRH4	SRR13404633	116	6794	0.0170738887253459	0.00131337605579584	0.0769230769230769	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Bombilactobacillus	Bombilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
TRH16	SRR13404633	111	6794	0.0163379452458051	0.00130155323173624	0.153846153846154	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Bifidobacterium	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria
TRH157	SRR8335253	38	2575	0.0147572815533981	0.00768223652565233	0.230769230769231	Andrena camellia	Solitary	Female	whole body	China	RNA	PRJNA510543	2017	NA	Paired	RANDOM	Illumina HiSeq 2000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Chroococcidiopsis	Chroococcidiopsis	Chroococcidiopsidaceae	Chroococcidiopsidales		Cyanobacteria
TRH194	SRR13404640	273	19935	0.0136945071482318	0.00626144460942217	0.230769230769231	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Streptomyces	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria
TRH128	SRR13404633	89	6794	0.0130997939358257	0.0209114264454644	0.307692307692308	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Leuconostoc	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
TRH27	SRR13404640	250	19935	0.0125407574617507	0.00100669487162036	0.153846153846154	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Clostridium	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes
TRH60	SRR13404640	203	19935	0.0101830950589416	0.000783315004533966	0.0769230769230769	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Rothia	Rothia	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria
TRH17	SRR13404635	424	49478	0.00856946521686406	0.00347603669270585	0.153846153846154	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Arthrobacter	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria
TRH73	SRR6148367	678	113354	0.00598126224041498	0.000460097095416537	0.0769230769230769	Andrena haemorrhoa	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Bacillus	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes
TRH128	SRR13404635	281	49478	0.00567929180645944	0.0209114264454644	0.307692307692308	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Leuconostoc	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes
TRH7	SRR13404640	105	19935	0.00526711813393529	0.303646430100611	0.461538461538462	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Escherichia	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria
TRH160	SRR6148373	230	49251	0.00466995593998091	0.000359227379998532	0.0769230769230769	Andrena fulva	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Corynebacterium	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria
TRH99	SRR6148365	196	47595	0.00411807963021326	0.0120232641710182	0.384615384615385	Andrena cineraria	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Salmonella	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria
TRH20	SRR13404635	133	49478	0.002688063381705	0.000206774106285	0.0769230769230769	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Agrobacterium	Agrobacterium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria
TRH194	SRR13404635	132	49478	0.00266785237883504	0.00626144460942217	0.230769230769231	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Streptomyces	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria
TRH99	SRR6148377	283	133204	0.00212456082399928	0.0120232641710182	0.384615384615385	Andrena haemorrhoa	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Salmonella	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria
TRH18	SRR13404640	41	19935	0.00205668422372711	0.00015820647874824	0.0769230769230769	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Aeromonas	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Proteobacteria
TRH8	SRR13404640	39	19935	0.00195635816403311	0.000150489089541008	0.0769230769230769	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Pantoea	Pantoea	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria
TRH99	SRR6148367	143	113354	0.00126153466132646	0.0120232641710182	0.384615384615385	Andrena haemorrhoa	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Salmonella	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria
TRH57	SRR13404635	58	49478	0.00117223816645782	9.01721666506015e-05	0.0769230769230769	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Streptococcus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes
TRH99	SRR6148373	51	49251	0.00103551196930012	0.0120232641710182	0.384615384615385	Andrena fulva	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Salmonella	Salmonella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria
TRH395	SRR6148373	40	49251	0.000812166250431463	0.000128238222169009	0.230769230769231	Andrena fulva	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	April	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Methylothermaceae	Methylothermaceae		Methylococcales	Gammaproteobacteria	Proteobacteria
TRH16	SRR6148367	66	113354	0.00058224676676606	0.00130155323173624	0.153846153846154	Andrena haemorrhoa	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Bifidobacterium	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria
TRH27	SRR6148365	26	47595	0.000546275869314004	0.00100669487162036	0.153846153846154	Andrena cineraria	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Clostridium	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes
TRH395	SRR6148377	61	133204	0.000457944205879703	0.000128238222169009	0.230769230769231	Andrena haemorrhoa	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Methylothermaceae	Methylothermaceae		Methylococcales	Gammaproteobacteria	Proteobacteria
TRH395	SRR6148367	45	113354	0.00039698643188595	0.000128238222169009	0.230769230769231	Andrena haemorrhoa	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Methylothermaceae	Methylothermaceae		Methylococcales	Gammaproteobacteria	Proteobacteria
TRH361	SRR6148367	21	113354	0.00018526033488011	0.00356039113571351	0.153846153846154	Andrena haemorrhoa	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Enterococcus	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes
TRH88	SRR6148377	24	133204	0.000180174769526441	1.38595976558801e-05	0.0769230769230769	Andrena haemorrhoa	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Klebsiella	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria
TRH391	SRR6148377	20	133204	0.000150145641272034	1.15496647132334e-05	0.0769230769230769	Andrena haemorrhoa	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Methylophilus	Methylophilus	Methylophilaceae	Nitrosomonadales	Betaproteobacteria	Proteobacteria
TRH2	SRR13404631	0	1922	0	0.0104730418242341	0.0769230769230769	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Gilliamella	Gilliamella	Orbaceae	Orbales	Gammaproteobacteria	Proteobacteria
TRH2	SRR13404635	0	49478	0	0.0104730418242341	0.0769230769230769	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Gilliamella	Gilliamella	Orbaceae	Orbales	Gammaproteobacteria	Proteobacteria
TRH2	SRR13404640	0	19935	0	0.0104730418242341	0.0769230769230769	Andrena 	Solitary	Unknown	pooled whole bodies 	Israel	RNA	PRJNA687318	2018	March	Paired	RT-PCR	Illumina HiSeq 4000	Illumina	Illumina HiSeq	Andrena	Andrenini	Asia	Gilliamella	Gilliamella	Orbaceae	Orbales	Gammaproteobacteria	Proteobacteria
TRH2	SRR3383871	0	1008	0	0.0104730418242341	0.0769230769230769	Andrena vaga	Solitary	Female	head and abdomen (pooled 5 females)	Belgium	RNA	PRJNA318490	2015	NA	Single	CDNA	Ion Torrent PGM	Ion Torrent	Ion Torrent	Andrena	Andrenini	Europe	Gilliamella	Gilliamella	Orbaceae	Orbales	Gammaproteobacteria	Proteobacteria
TRH2	SRR6148365	0	47595	0	0.0104730418242341	0.0769230769230769	Andrena cineraria	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Gilliamella	Gilliamella	Orbaceae	Orbales	Gammaproteobacteria	Proteobacteria
TRH2	SRR6148367	0	113354	0	0.0104730418242341	0.0769230769230769	Andrena haemorrhoa	Solitary	Female	pool of heads and abdomen	Belgium	RNA	PRJNA411946	2015	May	Paired	RANDOM	Illumina HiSeq 2500	Illumina	Illumina HiSeq	Andrena	Andrenini	Europe	Gilliamella	Gilliamella	Orbaceae	Orbales	Gammaproteobacteria	Proteobacteria
